tweet_id,comment_id,username,comment_datetime_utc,comment_text,true_sentiment
tweet_000001,c_00045,username_045,2026-02-21T07:11:07Z,This could be great for work sites and towing. ⚡,positive
tweet_000001,c_00046,username_046,2026-02-22T00:18:12Z,Limited-time offers feel gimmicky. (suspension) 😕,negative
tweet_000001,c_00047,username_047,2026-02-20T19:21:23Z,The engineering is wild. Congrats to the team! (charging) 🔥,positive
tweet_000001,c_00048,username_048,2026-02-20T21:31:58Z,How does this compare to the earlier announced configuration? (price),neutral
tweet_000001,c_00049,username_049,2026-02-21T17:19:24Z,When will deliveries start in more regions? (build quality),neutral
tweet_000001,c_00050,username_050,2026-02-20T08:02:28Z,The engineering is wild. Congrats to the team! (charging),positive
tweet_000001,c_00051,username_051,2026-02-21T06:27:10Z,Still too expensive for what it is. (range),negative
tweet_000001,c_00052,username_052,2026-02-20T20:33:41Z,Feels like hype more than substance. (suspension),negative
tweet_000001,c_00053,username_053,2026-02-21T17:43:11Z,Feels like hype more than substance. (towing) 😕,negative
tweet_000001,c_00054,username_054,2026-02-21T19:25:28Z,Not convinced this is practical day-to-day. (stainless steel) 😒,negative
tweet_000001,c_00055,username_055,2026-02-21T11:58:07Z,What’s the estimated lead time?,neutral
tweet_000001,c_00056,username_056,2026-02-20T05:23:30Z,Not convinced this is practical day-to-day. (delivery) 😕,negative
tweet_000001,c_00057,username_057,2026-02-20T18:22:37Z,Take my money. (kidding… mostly) 😄 (serviceability) 🙌,positive
tweet_000001,c_00058,username_058,2026-02-20T04:08:38Z,Design grows on you. The utility matters most. (efficiency),positive
tweet_000001,c_00059,username_059,2026-02-21T15:19:04Z,Looks like Tesla is pushing boundaries again. ⚡,positive
tweet_000001,c_00060,username_060,2026-02-21T00:07:41Z,The engineering is wild. Congrats to the team! (delivery),positive
tweet_000001,c_00061,username_061,2026-02-20T23:05:42Z,This could be great for work sites and towing. (features),positive
tweet_000001,c_00062,username_062,2026-02-20T01:55:41Z,This could be great for work sites and towing.,positive
tweet_000001,c_00063,username_063,2026-02-20T08:31:49Z,Limited-time offers feel gimmicky. (build quality) ⚠️,negative
tweet_000001,c_00064,username_064,2026-02-20T06:15:33Z,The engineering is wild. Congrats to the team! (delivery),positive
tweet_000001,c_00065,username_065,2026-02-21T16:48:21Z,AWD option is a big win. 🔥,positive
tweet_000001,c_00066,username_066,2026-02-22T00:52:15Z,What’s the estimated lead time? (build quality) 🤔,neutral
tweet_000001,c_00067,username_067,2026-02-20T11:01:43Z,AWD option is a big win. 🔥 (price),positive
tweet_000001,c_00068,username_068,2026-02-20T12:34:09Z,Specs keep changing — hard to plan. (AWD),negative
tweet_000001,c_00069,username_069,2026-02-20T16:04:31Z,AWD option is a big win. 🔥 (towing),positive
tweet_000001,c_00070,username_070,2026-02-20T04:56:56Z,Limited-time offers feel gimmicky.,negative
tweet_000001,c_00071,username_071,2026-02-20T04:27:37Z,Still too expensive for what it is. (delivery),negative
tweet_000001,c_00072,username_072,2026-02-20T20:19:30Z,Finally! Can't wait to see these on the road.,positive
tweet_000001,c_00073,username_073,2026-02-21T08:23:35Z,I like the direction — keep iterating. (price),positive
tweet_000001,c_00074,username_074,2026-02-20T12:06:13Z,Not convinced this is practical day-to-day. (stainless steel),negative
tweet_000001,c_00075,username_075,2026-02-20T12:02:01Z,Concerned about safety and repairs. (towing),negative
tweet_000001,c_00076,username_076,2026-02-20T04:09:18Z,This rollout has been messy. (AWD),negative
tweet_000001,c_00077,username_077,2026-02-21T03:00:14Z,Not convinced this is practical day-to-day.,negative
tweet_000001,c_00078,username_078,2026-02-21T22:26:42Z,Finally! Can't wait to see these on the road. 🔥,positive
tweet_000001,c_00079,username_079,2026-02-20T14:08:33Z,Take my money. (kidding… mostly) 😄 (suspension),positive
tweet_000001,c_00080,username_080,2026-02-21T07:13:48Z,The engineering is wild. Congrats to the team! (features),positive
tweet_000001,c_00081,username_081,2026-02-21T05:06:21Z,Still too expensive for what it is. 🤦,negative
tweet_000001,c_00082,username_082,2026-02-21T02:42:40Z,Is the limited-time offer available everywhere?,neutral
tweet_000001,c_00083,username_083,2026-02-20T17:28:58Z,This is awesome — Cybertruck looks like the future! 🚀 ✅,positive
tweet_000001,c_00084,username_084,2026-02-20T06:18:18Z,AWD option is a big win. 🔥 (build quality) 🙌,positive
tweet_000001,c_00085,username_085,2026-02-21T01:21:48Z,This is awesome — Cybertruck looks like the future! 🚀 (towing) ✅,positive
tweet_000001,c_00086,username_086,2026-02-20T04:02:08Z,"Love the utilitarian focus. If specs hold, I'm in. (stainless steel)",positive
tweet_000001,c_00087,username_087,2026-02-21T00:05:28Z,Concerned about safety and repairs.,negative
tweet_000001,c_00088,username_088,2026-02-21T05:17:56Z,Hope the build quality is solid. (range),neutral
tweet_000001,c_00089,username_089,2026-02-20T01:22:23Z,Not convinced this is practical day-to-day.,negative
tweet_000001,c_00090,username_090,2026-02-20T15:35:51Z,Waiting for real-world reviews. (efficiency),neutral
tweet_000001,c_00091,username_091,2026-02-21T22:37:36Z,Looks like Tesla is pushing boundaries again. ✅,positive
tweet_000001,c_00092,username_092,2026-02-21T14:10:39Z,Specs keep changing — hard to plan. ⚠️,negative
tweet_000001,c_00093,username_093,2026-02-21T17:37:15Z,I’ll believe it when I see consistent deliveries. (efficiency),negative
tweet_000001,c_00094,username_094,2026-02-20T13:55:20Z,Hope the build quality is solid. (software updates),neutral
tweet_000001,c_00095,username_095,2026-02-20T01:16:46Z,Specs keep changing — hard to plan. (software updates),negative
tweet_000001,c_00096,username_096,2026-02-21T21:25:32Z,Waiting for real-world reviews. (charging),neutral
tweet_000001,c_00097,username_097,2026-02-21T14:28:21Z,How does this compare to the earlier announced configuration?,neutral
tweet_000001,c_00098,username_098,2026-02-20T13:36:23Z,"Love the utilitarian focus. If specs hold, I'm in. (efficiency)",positive
tweet_000001,c_00099,username_099,2026-02-21T01:39:27Z,"Love the utilitarian focus. If specs hold, I'm in.",positive
tweet_000001,c_00100,username_100,2026-02-20T23:51:14Z,The engineering is wild. Congrats to the team! 🚀,positive
tweet_000001,c_00101,username_101,2026-02-20T19:04:44Z,This could be great for work sites and towing.,positive
tweet_000001,c_00102,username_102,2026-02-21T10:24:44Z,Will there be different trims later?,neutral
tweet_000001,c_00103,username_103,2026-02-21T05:12:37Z,This could be great for work sites and towing. (delivery),positive
tweet_000001,c_00104,username_104,2026-02-20T01:39:13Z,When will deliveries start in more regions? 📅,neutral
tweet_000001,c_00105,username_105,2026-02-20T04:54:24Z,Not convinced this is practical day-to-day. (price),negative
tweet_000001,c_00106,username_106,2026-02-21T11:05:03Z,I like the direction — keep iterating.,positive
tweet_000001,c_00107,username_107,2026-02-21T09:28:37Z,Design grows on you. The utility matters most.,positive
tweet_000001,c_00108,username_108,2026-02-21T08:19:27Z,Not convinced this is practical day-to-day. (delivery),negative
tweet_000001,c_00109,username_109,2026-02-21T11:48:53Z,This could be great for work sites and towing. (AWD),positive
tweet_000001,c_00110,username_110,2026-02-20T21:26:35Z,I like the direction — keep iterating. (AWD) 🚀,positive
tweet_000001,c_00111,username_111,2026-02-20T22:03:21Z,The engineering is wild. Congrats to the team! (stainless steel),positive
tweet_000001,c_00112,username_112,2026-02-20T07:07:02Z,Finally! Can't wait to see these on the road. (software updates),positive
tweet_000001,c_00113,username_113,2026-02-20T16:49:46Z,Limited-time offers feel gimmicky. (stainless steel),negative
tweet_000001,c_00114,username_114,2026-02-21T07:31:32Z,Still too expensive for what it is. (software updates),negative
tweet_000001,c_00115,username_115,2026-02-21T19:46:52Z,Interesting update. Any details on range and pricing?,neutral
tweet_000001,c_00116,username_116,2026-02-21T04:56:54Z,Feels like hype more than substance. (stainless steel) 🤦,negative
tweet_000001,c_00117,username_117,2026-02-21T07:45:43Z,Not convinced this is practical day-to-day.,negative
tweet_000001,c_00118,username_118,2026-02-21T21:10:39Z,The engineering is wild. Congrats to the team! (towing),positive
tweet_000001,c_00119,username_119,2026-02-20T03:21:48Z,Concerned about safety and repairs. (efficiency),negative
tweet_000001,c_00120,username_120,2026-02-20T13:16:05Z,How does this compare to the earlier announced configuration?,neutral
tweet_000001,c_00121,username_121,2026-02-21T16:08:37Z,Still too expensive for what it is.,negative
tweet_000001,c_00122,username_122,2026-02-20T03:13:24Z,Limited-time offers feel gimmicky. 🤦,negative
tweet_000001,c_00123,username_123,2026-02-20T14:28:59Z,This is awesome — Cybertruck looks like the future! 🚀 (stainless steel) ✅,positive
tweet_000001,c_00124,username_124,2026-02-21T01:49:33Z,Take my money. (kidding… mostly) 😄 (software updates) 🚀,positive
tweet_000001,c_00125,username_125,2026-02-21T11:29:48Z,This is awesome — Cybertruck looks like the future! 🚀 ✅,positive
tweet_000001,c_00126,username_126,2026-02-20T17:34:38Z,"Love the utilitarian focus. If specs hold, I'm in.",positive
tweet_000001,c_00127,username_127,2026-02-20T03:30:34Z,Design is… not for me. (range),negative
tweet_000001,c_00128,username_128,2026-02-20T18:37:13Z,I’ll believe it when I see consistent deliveries. (price),negative
tweet_000001,c_00129,username_129,2026-02-20T17:07:18Z,This could be great for work sites and towing.,positive
tweet_000001,c_00130,username_130,2026-02-20T13:28:04Z,Hope the build quality is solid.,neutral
tweet_000001,c_00131,username_131,2026-02-20T09:35:24Z,Finally! Can't wait to see these on the road. 🚀,positive
tweet_000001,c_00132,username_132,2026-02-20T23:57:57Z,Design grows on you. The utility matters most.,positive
tweet_000001,c_00133,username_133,2026-02-21T06:08:00Z,The engineering is wild. Congrats to the team! (suspension),positive
tweet_000001,c_00134,username_134,2026-02-20T18:56:01Z,"Love the utilitarian focus. If specs hold, I'm in. ⚡",positive
tweet_000001,c_00135,username_135,2026-02-21T20:58:14Z,Limited-time offers feel gimmicky.,negative
tweet_000001,c_00136,username_136,2026-02-20T04:14:26Z,Looks like Tesla is pushing boundaries again. (efficiency) 🙌,positive
tweet_000001,c_00137,username_137,2026-02-22T00:24:09Z,Waiting for real-world reviews. (software updates),neutral
tweet_000001,c_00138,username_138,2026-02-20T08:56:06Z,Concerned about safety and repairs.,negative
tweet_000001,c_00139,username_139,2026-02-21T10:43:37Z,Finally! Can't wait to see these on the road. (suspension),positive
tweet_000001,c_00140,username_140,2026-02-22T00:36:53Z,Specs keep changing — hard to plan.,negative
tweet_000001,c_00141,username_141,2026-02-21T12:27:25Z,Feels like hype more than substance. (suspension),negative
tweet_000001,c_00142,username_142,2026-02-21T00:43:10Z,The engineering is wild. Congrats to the team! 😄,positive
tweet_000001,c_00143,username_143,2026-02-20T19:00:27Z,How does this compare to the earlier announced configuration? (efficiency),neutral
tweet_000001,c_00144,username_144,2026-02-20T03:20:23Z,This could be great for work sites and towing. 🔥,positive
tweet_000001,c_00145,username_145,2026-02-21T03:05:15Z,AWD option is a big win. 🔥 (serviceability),positive
tweet_000001,c_00146,username_146,2026-02-20T21:22:02Z,I like the direction — keep iterating. (AWD) ⚡,positive
tweet_000001,c_00147,username_147,2026-02-21T06:50:42Z,How does this compare to the earlier announced configuration? (AWD),neutral
tweet_000001,c_00148,username_148,2026-02-22T00:16:59Z,How does this compare to the earlier announced configuration? (range) ℹ️,neutral
tweet_000001,c_00149,username_149,2026-02-21T06:41:51Z,The engineering is wild. Congrats to the team! (serviceability) 🙌,positive
tweet_000001,c_00150,username_150,2026-02-21T15:54:37Z,Looks like Tesla is pushing boundaries again. (suspension),positive
tweet_000001,c_00151,username_151,2026-02-21T02:52:05Z,Feels like hype more than substance. (towing) 🙄,negative
tweet_000001,c_00152,username_152,2026-02-21T00:13:39Z,"Love the utilitarian focus. If specs hold, I'm in.",positive
tweet_000001,c_00153,username_153,2026-02-20T14:43:55Z,The engineering is wild. Congrats to the team! (charging) 🙌,positive
tweet_000001,c_00154,username_154,2026-02-21T15:27:10Z,Hope the build quality is solid. (price),neutral
tweet_000001,c_00155,username_155,2026-02-20T22:49:19Z,Design is… not for me. (towing) 😒,negative
tweet_000001,c_00156,username_156,2026-02-20T10:28:02Z,AWD option is a big win. 🔥 (range),positive
tweet_000001,c_00157,username_157,2026-02-20T10:26:43Z,Feels like hype more than substance. (range),negative
tweet_000001,c_00158,username_158,2026-02-21T11:25:49Z,Feels like hype more than substance. (delivery),negative
tweet_000001,c_00159,username_159,2026-02-20T19:38:05Z,This could be great for work sites and towing. (price),positive
tweet_000001,c_00160,username_160,2026-02-20T06:38:40Z,So many delays… what's different now? 🙄,negative
tweet_000001,c_00161,username_161,2026-02-21T18:14:05Z,AWD option is a big win. 🔥 (AWD) 😄,positive
tweet_000001,c_00162,username_162,2026-02-21T21:24:02Z,Hope the build quality is solid. 📅,neutral
tweet_000001,c_00163,username_163,2026-02-21T10:03:19Z,How does this compare to the earlier announced configuration? (serviceability),neutral
tweet_000001,c_00164,username_164,2026-02-20T23:29:13Z,Hope the build quality is solid.,neutral
tweet_000001,c_00165,username_165,2026-02-20T08:28:33Z,The engineering is wild. Congrats to the team! 🚀,positive
tweet_000001,c_00166,username_166,2026-02-20T12:41:11Z,Design is… not for me. (price) 🤦,negative
tweet_000001,c_00167,username_167,2026-02-21T10:03:16Z,Design grows on you. The utility matters most. (range) ⚡,positive
tweet_000001,c_00168,username_168,2026-02-20T21:50:12Z,This could be great for work sites and towing. (AWD),positive
tweet_000001,c_00169,username_169,2026-02-21T22:45:55Z,Design grows on you. The utility matters most.,positive
tweet_000001,c_00170,username_170,2026-02-21T08:12:27Z,When will deliveries start in more regions? (efficiency) 🧐,neutral
tweet_000001,c_00171,username_171,2026-02-20T11:36:26Z,Limited-time offers feel gimmicky. (features) 😒,negative
tweet_000001,c_00172,username_172,2026-02-20T22:15:57Z,This could be great for work sites and towing. (suspension) 😄,positive
tweet_000001,c_00173,username_173,2026-02-20T21:04:27Z,What’s the estimated lead time? (charging) 🤔,neutral
tweet_000001,c_00174,username_174,2026-02-21T08:42:33Z,Looks like Tesla is pushing boundaries again. 🔥,positive
tweet_000001,c_00175,username_175,2026-02-21T19:08:04Z,Hope the build quality is solid.,neutral
tweet_000001,c_00176,username_176,2026-02-20T20:52:30Z,Design grows on you. The utility matters most. (features) 🙌,positive
tweet_000001,c_00177,username_177,2026-02-22T00:41:29Z,Feels like hype more than substance. 😒,negative
tweet_000001,c_00178,username_178,2026-02-21T08:59:24Z,This could be great for work sites and towing.,positive
tweet_000001,c_00179,username_179,2026-02-21T06:59:06Z,This rollout has been messy. (price),negative
tweet_000001,c_00180,username_180,2026-02-21T01:15:56Z,Take my money. (kidding… mostly) 😄 😄,positive
tweet_000001,c_00181,username_181,2026-02-21T17:18:24Z,This is awesome — Cybertruck looks like the future! 🚀 (stainless steel) 🚀,positive
tweet_000001,c_00182,username_182,2026-02-21T06:40:52Z,I like the direction — keep iterating. 🙌,positive
tweet_000001,c_00183,username_183,2026-02-21T10:53:24Z,Concerned about safety and repairs. (build quality),negative
tweet_000001,c_00184,username_184,2026-02-21T13:32:56Z,Feels like hype more than substance. 😒,negative
tweet_000001,c_00185,username_185,2026-02-20T10:47:24Z,AWD option is a big win. 🔥 (suspension),positive
tweet_000001,c_00186,username_186,2026-02-20T03:21:07Z,So many delays… what's different now?,negative
tweet_000001,c_00187,username_187,2026-02-20T23:52:41Z,Not convinced this is practical day-to-day. (software updates) 😕,negative
tweet_000001,c_00188,username_188,2026-02-21T10:51:05Z,When will deliveries start in more regions? 🧐,neutral
tweet_000001,c_00189,username_189,2026-02-21T14:18:17Z,Is the limited-time offer available everywhere? (charging),neutral
tweet_000001,c_00190,username_190,2026-02-20T18:59:52Z,This could be great for work sites and towing. (software updates) 🙌,positive
tweet_000001,c_00191,username_191,2026-02-21T14:15:32Z,Finally! Can't wait to see these on the road. 😄,positive
tweet_000001,c_00192,username_192,2026-02-21T01:59:56Z,Not convinced this is practical day-to-day. (range) ⚠️,negative
tweet_000001,c_00193,username_193,2026-02-21T19:59:22Z,So many delays… what's different now?,negative
tweet_000001,c_00194,username_194,2026-02-20T12:04:13Z,How does this compare to the earlier announced configuration? (stainless steel),neutral
tweet_000001,c_00195,username_195,2026-02-21T16:49:16Z,Take my money. (kidding… mostly) 😄 (stainless steel),positive
tweet_000001,c_00196,username_196,2026-02-20T18:38:21Z,Design grows on you. The utility matters most. (features),positive
tweet_000001,c_00197,username_197,2026-02-21T00:25:08Z,Feels like hype more than substance.,negative
tweet_000001,c_00198,username_198,2026-02-21T05:21:48Z,I’ll believe it when I see consistent deliveries. (range) 😒,negative
tweet_000001,c_00199,username_199,2026-02-21T01:25:30Z,Limited-time offers feel gimmicky.,negative
tweet_000001,c_00200,username_200,2026-02-21T15:32:54Z,Feels like hype more than substance. (delivery),negative
tweet_000001,c_00201,username_201,2026-02-22T00:55:46Z,Curious about charging speed on 800V. (features),neutral
tweet_000001,c_00202,username_202,2026-02-21T01:54:11Z,Design grows on you. The utility matters most.,positive
tweet_000001,c_00203,username_203,2026-02-21T01:10:31Z,I like the direction — keep iterating. (stainless steel),positive
tweet_000001,c_00204,username_204,2026-02-21T12:46:52Z,Not convinced this is practical day-to-day. (price) ⚠️,negative
tweet_000001,c_00205,username_205,2026-02-20T17:48:54Z,When will deliveries start in more regions? (price),neutral
tweet_000001,c_00206,username_206,2026-02-20T08:34:07Z,This could be great for work sites and towing. (towing),positive
tweet_000001,c_00207,username_207,2026-02-20T04:35:56Z,Looks like Tesla is pushing boundaries again. ✅,positive
tweet_000001,c_00208,username_208,2026-02-21T08:36:41Z,I’ll believe it when I see consistent deliveries. (software updates),negative
tweet_000001,c_00209,username_209,2026-02-20T14:21:40Z,Finally! Can't wait to see these on the road. (serviceability),positive
tweet_000001,c_00210,username_210,2026-02-21T22:22:33Z,The engineering is wild. Congrats to the team! (serviceability) 😄,positive
tweet_000001,c_00211,username_211,2026-02-21T23:42:02Z,Is the limited-time offer available everywhere? (efficiency) 📅,neutral
tweet_000001,c_00212,username_212,2026-02-20T22:11:40Z,Not convinced this is practical day-to-day. (charging),negative
tweet_000001,c_00213,username_213,2026-02-21T20:02:08Z,Specs keep changing — hard to plan.,negative
tweet_000001,c_00214,username_214,2026-02-20T19:27:41Z,This could be great for work sites and towing. 😄,positive
tweet_000001,c_00215,username_215,2026-02-21T12:26:10Z,Limited-time offers feel gimmicky. (serviceability),negative
tweet_000001,c_00216,username_216,2026-02-20T22:47:41Z,AWD option is a big win. 🔥 (efficiency) 🚀,positive
tweet_000001,c_00217,username_217,2026-02-21T18:27:34Z,This is awesome — Cybertruck looks like the future! 🚀,positive
tweet_000001,c_00218,username_218,2026-02-20T22:05:24Z,Design is… not for me.,negative
tweet_000001,c_00219,username_219,2026-02-21T23:36:25Z,Do we have confirmed specs yet?,neutral
tweet_000001,c_00220,username_220,2026-02-22T01:15:00Z,I’ll believe it when I see consistent deliveries.,negative
tweet_000001,c_00221,username_221,2026-02-22T00:18:54Z,Still too expensive for what it is. (charging) ⚠️,negative
tweet_000001,c_00222,username_222,2026-02-20T10:49:08Z,When will deliveries start in more regions?,neutral
tweet_000001,c_00223,username_223,2026-02-21T07:30:21Z,Finally! Can't wait to see these on the road. (features),positive
tweet_000001,c_00224,username_224,2026-02-21T03:53:27Z,I like the direction — keep iterating. (towing),positive
tweet_000001,c_00225,username_225,2026-02-20T19:57:43Z,This could be great for work sites and towing. ✅,positive
tweet_000001,c_00226,username_226,2026-02-20T09:38:11Z,This could be great for work sites and towing. 🔥,positive
tweet_000001,c_00227,username_227,2026-02-21T06:11:19Z,Not convinced this is practical day-to-day. (features),negative
tweet_000001,c_00228,username_228,2026-02-20T20:30:26Z,I like the direction — keep iterating. (stainless steel),positive
tweet_000001,c_00229,username_229,2026-02-20T20:20:24Z,So many delays… what's different now? (efficiency),negative
tweet_000001,c_00230,username_230,2026-02-20T09:08:22Z,Do we have confirmed specs yet? (serviceability),neutral
tweet_000001,c_00231,username_231,2026-02-21T18:07:49Z,This rollout has been messy. 😕,negative
tweet_000001,c_00232,username_232,2026-02-21T23:31:07Z,How does this compare to the earlier announced configuration?,neutral
tweet_000001,c_00233,username_233,2026-02-21T06:58:52Z,When will deliveries start in more regions? (range),neutral
tweet_000001,c_00234,username_234,2026-02-21T13:07:18Z,When will deliveries start in more regions? (build quality) 📅,neutral
tweet_000001,c_00235,username_235,2026-02-21T04:15:58Z,I like the direction — keep iterating. (suspension),positive
tweet_000001,c_00236,username_236,2026-02-21T07:27:39Z,Limited-time offers feel gimmicky.,negative
tweet_000001,c_00237,username_237,2026-02-20T21:37:12Z,This is awesome — Cybertruck looks like the future! 🚀 😄,positive
tweet_000001,c_00238,username_238,2026-02-20T18:26:35Z,Looks like Tesla is pushing boundaries again. (efficiency) ⚡,positive
tweet_000001,c_00239,username_239,2026-02-21T03:22:04Z,Interesting update. Any details on range and pricing? (AWD),neutral
tweet_000001,c_00240,username_240,2026-02-21T10:21:41Z,"Love the utilitarian focus. If specs hold, I'm in.",positive
tweet_000001,c_00241,username_241,2026-02-21T20:43:58Z,Still too expensive for what it is. (stainless steel) 🙄,negative
tweet_000001,c_00242,username_242,2026-02-21T18:21:40Z,Design is… not for me. (features),negative
tweet_000001,c_00243,username_243,2026-02-21T19:56:56Z,Design is… not for me. 🙄,negative
tweet_000001,c_00244,username_244,2026-02-21T20:38:53Z,This is awesome — Cybertruck looks like the future! 🚀 (delivery),positive
tweet_000001,c_00245,username_245,2026-02-21T16:35:14Z,AWD option is a big win. 🔥 🚀,positive
tweet_000001,c_00246,username_246,2026-02-20T10:50:51Z,Still too expensive for what it is. (features) ⚠️,negative
tweet_000001,c_00247,username_247,2026-02-20T02:23:56Z,Finally! Can't wait to see these on the road. (delivery),positive
tweet_000001,c_00248,username_248,2026-02-21T15:33:30Z,Limited-time offers feel gimmicky.,negative
tweet_000001,c_00249,username_249,2026-02-21T03:36:46Z,Not convinced this is practical day-to-day. (charging),negative
tweet_000001,c_00250,username_250,2026-02-21T22:02:26Z,Still too expensive for what it is.,negative
tweet_000001,c_00251,username_251,2026-02-22T01:13:47Z,I like the direction — keep iterating. (efficiency),positive
tweet_000001,c_00252,username_252,2026-02-20T05:40:45Z,This could be great for work sites and towing.,positive
tweet_000001,c_00253,username_253,2026-02-20T09:06:41Z,Feels like hype more than substance.,negative
tweet_000001,c_00254,username_254,2026-02-20T07:07:58Z,Looks like Tesla is pushing boundaries again. ✅,positive
tweet_000001,c_00255,username_255,2026-02-21T22:42:41Z,Design grows on you. The utility matters most. (stainless steel) 🙌,positive
tweet_000001,c_00256,username_256,2026-02-21T15:53:02Z,Is the limited-time offer available everywhere? (serviceability),neutral
tweet_000001,c_00257,username_257,2026-02-20T09:34:52Z,Not convinced this is practical day-to-day. 🤦,negative
tweet_000001,c_00258,username_258,2026-02-20T17:53:18Z,Concerned about safety and repairs. (charging),negative
tweet_000001,c_00259,username_259,2026-02-20T08:10:26Z,Waiting for real-world reviews. (efficiency) ℹ️,neutral
tweet_000001,c_00260,username_260,2026-02-21T11:47:06Z,"Love the utilitarian focus. If specs hold, I'm in. (price) 🚀",positive
